Train Year,Test Year,Top 1 Accuracy,Top 1 Precision,Top 1 Recall,Top 1 F1-score,Top 3 Accuracy,Top 3 Precision,Top 3 Recall,Top 3 F1-score
2007,2008,0.7773098183732561,0.8491297774886394,0.7773098183732561,0.7616624158580931,0.8272477719700673,0.27574925732335576,0.8272477719700673,0.41362388598503363
2008,2009,0.8275078577649866,0.9021054476642077,0.8275078577649866,0.8176804371294116,0.871852160412012,0.290617386804004,0.871852160412012,0.435926080206006
2009,2010,0.7010324931673246,0.8627555041527699,0.7010324931673246,0.6739845654756448,0.768068630428181,0.2560228768093937,0.768068630428181,0.3840343152140905
2010,2011,0.739252089083828,0.8312288054387358,0.739252089083828,0.7270968041562462,0.8111695088289788,0.27038983627632623,0.8111695088289788,0.4055847544144894
2011,2012,0.8165811402476343,0.8837580665462763,0.8165811402476343,0.7941210545998875,0.8516077397485994,0.28386924658286644,0.8516077397485994,0.4258038698742997
2012,2013,0.766346628211453,0.8559234634046331,0.766346628211453,0.7501115716684534,0.7960229213312587,0.26534097377708626,0.7960229213312587,0.39801146066562937
2013,2014,0.7327684237555482,0.8525138059524013,0.7327684237555482,0.7124070159700171,0.761820916327354,0.25394030544245133,0.761820916327354,0.380910458163677
2014,2015,0.7263973859844272,0.8085680974585149,0.7263973859844272,0.6984976993994559,0.8227196885428254,0.2742398961809418,0.8227196885428254,0.4113598442714127
