Top_1_Accuracy,Top_1_Precision,Top_1_Recall,Top_1_F1,Top_3_Accuracy,Top_3_Precision,Top_3_Recall,Top_3_F1
0.46,0.46,0.46,0.46,0.512,0.17066666666666666,0.512,0.256
